agent1,agent2,id,duration,total_duration,bond_type,time
12,18,1016,2,3,'Sex',72
14,102,1017,0,1,'Sex',72
16,102,1018,4,5,'Sex',72
20,45,1019,4,5,'Sex',72
21,46,1020,8,9,'Sex',72
22,14,1021,0,1,'Sex',72
23,79,1022,0,1,'Sex',72
27,34,1023,3,4,'Sex',72
28,58,1024,5,6,'Sex',72
37,7,1025,1,2,'Sex',72
39,58,1026,7,8,'Sex',72
45,57,1027,1,2,'Sex',72
57,20,1028,21,22,'Sex',72
60,90,1029,4,5,'Sex',72
64,68,1030,1,2,'Sex',72
70,85,1031,1,2,'Sex',72
76,73,1032,9,10,'Sex',72
79,108,1033,1,2,'Sex',72
80,74,1034,0,1,'Sex',72
86,98,1035,21,22,'Sex',72
94,68,1036,10,11,'Sex',72
102,22,1037,1,2,'Sex',72
7,102,1038,1,2,'Sex',72
8,39,1039,1,2,'Sex',72
9,16,1040,1,2,'Sex',72
12,14,1041,1,2,'Sex',72
21,57,1042,0,1,'Sex',72
23,37,1043,0,1,'Sex',72
27,76,1044,16,17,'Sex',72
28,12,1045,20,21,'Sex',72
64,93,1046,13,14,'Sex',72
70,98,1047,1,2,'Sex',72
86,78,1048,4,5,'Sex',72
86,80,1049,19,20,'Sex',72
83,84,558,2,23,'Sex',44
89,91,562,0,21,'Sex',44
83,89,565,1,22,'Sex',44
98,66,569,1,21,'Sex',44
82,71,590,3,21,'Sex',44
31,23,596,2,19,'Sex',44
36,38,605,1,17,'Sex',44
49,97,608,2,18,'Sex',44
65,46,610,6,22,'Sex',44
97,39,614,0,16,'Sex',44
101,100,616,5,21,'Sex',44
103,27,617,1,17,'Sex',44
65,61,625,0,15,'Sex',44
21,40,633,8,22,'Sex',44
20,101,637,9,22,'Sex',44
89,88,642,0,13,'Sex',44
5,50,643,7,19,'Sex',44
62,91,649,3,15,'Sex',44
95,19,652,9,21,'Sex',44
50,15,657,0,11,'Sex',44
56,87,659,6,17,'Sex',44
32,35,662,3,13,'Sex',44
91,79,666,12,22,'Sex',44
9,22,670,12,21,'Sex',44
33,10,680,5,14,'Sex',44
36,2,682,5,14,'Sex',44
46,9,685,13,22,'Sex',44
56,26,687,9,18,'Sex',44
72,63,689,1,10,'Sex',44
88,72,691,11,20,'Sex',44
96,76,692,7,16,'Sex',44
11,44,694,8,17,'Sex',44
15,53,695,10,19,'Sex',44
24,17,696,12,21,'Sex',44
24,85,700,1,10,'Sex',44
24,22,702,8,17,'Sex',44
4,37,703,5,13,'Sex',44
11,12,704,3,11,'Sex',44
4,28,707,13,21,'Sex',44
10,51,708,13,20,'Sex',44
26,32,714,4,11,'Sex',44
41,11,715,12,19,'Sex',44
54,51,716,0,7,'Sex',44
8,56,725,7,13,'Sex',44
28,99,726,12,18,'Sex',44
41,52,728,2,8,'Sex',44
52,36,730,12,18,'Sex',44
54,31,731,13,19,'Sex',44
76,104,732,4,10,'Sex',44
76,87,733,17,23,'Sex',44
15,80,735,13,18,'Sex',44
19,23,736,6,11,'Sex',44
21,66,737,2,7,'Sex',44
43,74,741,13,17,'Sex',44
46,95,742,18,22,'Sex',44
6,79,745,7,10,'Sex',44
28,46,746,5,8,'Sex',44
52,6,747,2,5,'Sex',44
96,97,748,6,9,'Sex',44
7,101,749,19,21,'Sex',44
64,104,750,0,2,'Sex',44
76,74,751,0,2,'Sex',44
86,76,752,4,6,'Sex',44
92,64,753,9,11,'Sex',44
96,104,754,5,7,'Sex',44
98,86,755,4,6,'Sex',44
99,66,756,7,9,'Sex',44
23,97,758,19,20,'Sex',44
34,98,759,1,2,'Sex',44
103,21,760,18,19,'Sex',44
34,43,761,2,3,'Sex',44
103,96,762,21,22,'Sex',44
88,62,1238,0,21,'Sex',110
102,90,1249,0,19,'Sex',110
11,10,1252,1,19,'Sex',110
7,87,1262,3,20,'Sex',110
33,63,1269,5,22,'Sex',110
108,65,1274,6,23,'Sex',110
5,39,1275,3,19,'Sex',110
38,28,1279,0,16,'Sex',110
5,87,1285,8,23,'Sex',110
46,65,1293,1,16,'Sex',110
54,58,1296,1,16,'Sex',110
96,81,1307,7,22,'Sex',110
25,8,1310,1,16,'Sex',110
51,71,1311,5,20,'Sex',110
51,68,1315,8,23,'Sex',110
23,54,1320,2,15,'Sex',110
48,46,1322,4,17,'Sex',110
55,73,1323,8,21,'Sex',110
6,2,1325,8,21,'Sex',110
9,6,1328,6,18,'Sex',110
86,62,1337,2,14,'Sex',110
74,109,1338,7,19,'Sex',110
26,44,1340,10,21,'Sex',110
86,100,1350,6,16,'Sex',110
15,52,1353,6,15,'Sex',110
19,44,1354,1,10,'Sex',110
57,12,1357,4,13,'Sex',110
107,103,1364,2,10,'Sex',110
21,35,1366,15,22,'Sex',110
51,43,1368,4,11,'Sex',110
72,79,1370,12,19,'Sex',110
101,51,1372,3,10,'Sex',110
63,74,1377,12,18,'Sex',110
93,83,1380,1,7,'Sex',110
4,60,1382,3,8,'Sex',110
6,43,1383,16,21,'Sex',110
12,56,1384,12,17,'Sex',110
15,57,1388,14,18,'Sex',110
1,106,1392,8,11,'Sex',110
24,105,1396,2,5,'Sex',110
34,21,1397,20,23,'Sex',110
40,110,1398,4,7,'Sex',110
47,65,1401,2,5,'Sex',110
49,24,1402,11,14,'Sex',110
52,88,1403,6,9,'Sex',110
53,103,1404,16,19,'Sex',110
55,23,1405,17,20,'Sex',110
64,68,1406,7,10,'Sex',110
65,105,1407,12,15,'Sex',110
78,88,1409,2,5,'Sex',110
91,40,1412,20,23,'Sex',110
94,106,1413,0,3,'Sex',110
97,78,1415,11,14,'Sex',110
108,49,1417,7,10,'Sex',110
47,55,1419,1,4,'Sex',110
52,110,1420,15,18,'Sex',110
66,106,1421,2,5,'Sex',110
97,80,1423,5,8,'Sex',110
16,84,1425,9,11,'Sex',110
66,42,1426,15,17,'Sex',110
82,95,1427,0,2,'Sex',110
1,85,1428,1,2,'Sex',110
4,55,1429,0,1,'Sex',110
20,42,1430,1,2,'Sex',110
86,14,1431,1,2,'Sex',110
104,45,1432,13,14,'Sex',110
91,53,1433,13,14,'Sex',110
38,48,542,0,20,'Sex',43
64,70,549,0,20,'Sex',43
67,74,551,0,20,'Sex',43
83,84,558,3,23,'Sex',43
89,91,562,1,21,'Sex',43
83,89,565,2,22,'Sex',43
98,66,569,2,21,'Sex',43
82,71,590,4,21,'Sex',43
31,23,596,3,19,'Sex',43
36,38,605,2,17,'Sex',43
49,97,608,3,18,'Sex',43
65,46,610,7,22,'Sex',43
97,39,614,1,16,'Sex',43
101,100,616,6,21,'Sex',43
103,27,617,2,17,'Sex',43
65,61,625,1,15,'Sex',43
21,40,633,9,22,'Sex',43
20,101,637,10,22,'Sex',43
89,88,642,1,13,'Sex',43
5,50,643,8,19,'Sex',43
62,91,649,4,15,'Sex',43
95,19,652,10,21,'Sex',43
50,15,657,1,11,'Sex',43
56,87,659,7,17,'Sex',43
32,35,662,4,13,'Sex',43
91,79,666,13,22,'Sex',43
9,22,670,13,21,'Sex',43
17,25,675,0,8,'Sex',43
33,10,680,6,14,'Sex',43
36,2,682,6,14,'Sex',43
46,9,685,14,22,'Sex',43
56,26,687,10,18,'Sex',43
72,63,689,2,10,'Sex',43
88,72,691,12,20,'Sex',43
96,76,692,8,16,'Sex',43
11,44,694,9,17,'Sex',43
15,53,695,11,19,'Sex',43
24,17,696,13,21,'Sex',43
24,85,700,2,10,'Sex',43
24,22,702,9,17,'Sex',43
4,37,703,6,13,'Sex',43
11,12,704,4,11,'Sex',43
4,28,707,14,21,'Sex',43
10,51,708,14,20,'Sex',43
18,75,710,0,6,'Sex',43
26,32,714,5,11,'Sex',43
41,11,715,13,19,'Sex',43
54,51,716,1,7,'Sex',43
8,56,725,8,13,'Sex',43
28,99,726,13,18,'Sex',43
41,52,728,3,8,'Sex',43
52,36,730,13,18,'Sex',43
54,31,731,14,19,'Sex',43
76,104,732,5,10,'Sex',43
76,87,733,18,23,'Sex',43
15,80,735,14,18,'Sex',43
19,23,736,7,11,'Sex',43
21,66,737,3,7,'Sex',43
24,54,738,0,4,'Sex',43
43,74,741,14,17,'Sex',43
46,95,742,19,22,'Sex',43
6,79,745,8,10,'Sex',43
28,46,746,6,8,'Sex',43
52,6,747,3,5,'Sex',43
96,97,748,7,9,'Sex',43
7,101,749,20,21,'Sex',43
64,104,750,1,2,'Sex',43
76,74,751,1,2,'Sex',43
86,76,752,5,6,'Sex',43
92,64,753,10,11,'Sex',43
96,104,754,6,7,'Sex',43
98,86,755,5,6,'Sex',43
99,66,756,8,9,'Sex',43
96,26,757,0,1,'Sex',43
11,12,1015,1,18,'Sex',88
57,20,1028,5,22,'Sex',88
86,98,1035,5,22,'Sex',88
27,76,1044,0,17,'Sex',88
28,12,1045,4,21,'Sex',88
86,80,1049,3,20,'Sex',88
5,37,1063,5,19,'Sex',88
7,23,1064,4,18,'Sex',88
8,52,1065,6,20,'Sex',88
10,5,1076,2,15,'Sex',88
38,22,1080,5,18,'Sex',88
4,10,1084,3,15,'Sex',88
21,60,1093,6,18,'Sex',88
1,101,1095,11,22,'Sex',88
78,74,1101,9,20,'Sex',88
86,9,1102,9,20,'Sex',88
14,37,1106,10,20,'Sex',88
23,16,1124,2,10,'Sex',88
48,86,1127,13,21,'Sex',88
57,23,1128,5,13,'Sex',88
90,64,1130,3,11,'Sex',88
102,12,1131,13,21,'Sex',88
109,102,1134,2,10,'Sex',88
66,67,1137,6,13,'Sex',88
72,92,1139,14,21,'Sex',88
21,67,1141,15,22,'Sex',88
21,47,1143,0,6,'Sex',88
35,21,1144,14,20,'Sex',88
62,54,1146,0,6,'Sex',88
26,22,1159,1,6,'Sex',88
32,20,1161,18,23,'Sex',88
33,94,1162,17,22,'Sex',88
36,18,1163,8,13,'Sex',88
44,104,1164,10,15,'Sex',88
49,47,1165,9,14,'Sex',88
50,103,1166,4,9,'Sex',88
60,4,1169,14,19,'Sex',88
62,91,1170,6,11,'Sex',88
63,93,1171,10,15,'Sex',88
82,52,1172,12,17,'Sex',88
106,104,1176,4,9,'Sex',88
107,15,1177,12,17,'Sex',88
6,32,1178,8,13,'Sex',88
26,63,1180,4,9,'Sex',88
33,105,1181,4,9,'Sex',88
50,56,1182,3,8,'Sex',88
62,6,1183,5,10,'Sex',88
103,100,1185,6,11,'Sex',88
106,91,1187,13,18,'Sex',88
19,106,1188,4,9,'Sex',88
82,84,1190,18,23,'Sex',88
31,107,1195,13,16,'Sex',88
55,82,1197,3,6,'Sex',88
105,22,1198,12,15,'Sex',88
39,59,1199,2,5,'Sex',88
6,36,1201,0,2,'Sex',88
73,55,1205,6,8,'Sex',88
75,66,1206,19,21,'Sex',88
88,65,1207,0,2,'Sex',88
19,39,1209,16,18,'Sex',88
19,33,1210,0,2,'Sex',88
1,32,1211,18,19,'Sex',88
18,1,1212,20,21,'Sex',88
20,80,1213,1,2,'Sex',88
28,44,1214,4,5,'Sex',88
40,26,1215,10,11,'Sex',88
50,60,1216,1,2,'Sex',88
58,18,1217,4,5,'Sex',88
84,88,1218,0,1,'Sex',88
90,28,1219,1,2,'Sex',88
93,80,1220,10,11,'Sex',88
105,19,1221,18,19,'Sex',88
108,84,1222,5,6,'Sex',88
93,17,1223,4,5,'Sex',88
108,40,1224,1,2,'Sex',88
5,87,1285,1,23,'Sex',117
96,81,1307,0,22,'Sex',117
51,68,1315,1,23,'Sex',117
55,73,1323,1,21,'Sex',117
6,2,1325,1,21,'Sex',117
74,109,1338,0,19,'Sex',117
26,44,1340,3,21,'Sex',117
21,35,1366,8,22,'Sex',117
72,79,1370,5,19,'Sex',117
63,74,1377,5,18,'Sex',117
6,43,1383,9,21,'Sex',117
12,56,1384,5,17,'Sex',117
15,57,1388,7,18,'Sex',117
1,106,1392,1,11,'Sex',117
34,21,1397,13,23,'Sex',117
49,24,1402,4,14,'Sex',117
53,103,1404,9,19,'Sex',117
55,23,1405,10,20,'Sex',117
64,68,1406,0,10,'Sex',117
91,40,1412,13,23,'Sex',117
97,78,1415,4,14,'Sex',117
108,49,1417,0,10,'Sex',117
52,110,1420,8,18,'Sex',117
16,84,1425,2,11,'Sex',117
66,42,1426,8,17,'Sex',117
104,45,1432,6,14,'Sex',117
91,53,1433,6,14,'Sex',117
49,47,1436,16,23,'Sex',117
83,52,1439,7,14,'Sex',117
84,34,1440,4,11,'Sex',117
96,94,1442,2,9,'Sex',117
22,20,1445,14,21,'Sex',117
66,96,1446,2,9,'Sex',117
97,96,1447,2,9,'Sex',117
82,42,1450,14,20,'Sex',117
8,91,1453,0,5,'Sex',117
10,25,1454,5,10,'Sex',117
11,19,1455,3,8,'Sex',117
24,85,1457,11,16,'Sex',117
86,106,1460,8,13,'Sex',117
4,106,1465,3,7,'Sex',117
47,111,1469,10,14,'Sex',117
54,25,1470,0,4,'Sex',117
86,62,1472,6,10,'Sex',117
88,23,1473,7,11,'Sex',117
7,21,1476,3,6,'Sex',117
87,83,1480,19,22,'Sex',117
60,19,1482,6,9,'Sex',117
22,21,1483,9,11,'Sex',117
40,55,1484,0,2,'Sex',117
48,46,1486,6,8,'Sex',117
66,95,1487,0,2,'Sex',117
92,95,1488,4,6,'Sex',117
104,112,1490,5,7,'Sex',117
105,108,1491,17,19,'Sex',117
4,60,1492,17,18,'Sex',117
51,8,1493,10,11,'Sex',117
63,104,1494,1,2,'Sex',117
71,86,1495,0,1,'Sex',117
80,92,1496,21,22,'Sex',117
97,71,1497,13,14,'Sex',117
7,42,496,3,23,'Sex',38
96,47,525,3,20,'Sex',38
34,67,540,4,19,'Sex',38
38,48,542,5,20,'Sex',38
64,70,549,5,20,'Sex',38
67,74,551,5,20,'Sex',38
74,43,555,1,16,'Sex',38
83,84,558,8,23,'Sex',38
84,67,559,3,18,'Sex',38
89,91,562,6,21,'Sex',38
83,89,565,7,22,'Sex',38
86,79,568,1,15,'Sex',38
98,66,569,7,21,'Sex',38
82,71,590,9,21,'Sex',38
31,23,596,8,19,'Sex',38
86,98,599,3,14,'Sex',38
35,57,604,1,11,'Sex',38
36,38,605,7,17,'Sex',38
49,97,608,8,18,'Sex',38
65,46,610,12,22,'Sex',38
86,84,612,0,10,'Sex',38
97,39,614,6,16,'Sex',38
101,100,616,11,21,'Sex',38
103,27,617,7,17,'Sex',38
40,59,619,4,13,'Sex',38
61,68,623,4,13,'Sex',38
65,61,625,6,15,'Sex',38
21,6,630,0,8,'Sex',38
21,40,633,14,22,'Sex',38
20,101,637,15,22,'Sex',38
49,103,639,4,11,'Sex',38
89,88,642,6,13,'Sex',38
5,50,643,13,19,'Sex',38
62,91,649,9,15,'Sex',38
95,19,652,15,21,'Sex',38
50,15,657,6,11,'Sex',38
56,87,659,12,17,'Sex',38
71,52,660,2,7,'Sex',38
32,35,662,9,13,'Sex',38
91,79,666,18,22,'Sex',38
9,22,670,18,21,'Sex',38
17,25,675,5,8,'Sex',38
23,103,676,4,7,'Sex',38
33,10,680,11,14,'Sex',38
36,2,682,11,14,'Sex',38
46,9,685,19,22,'Sex',38
56,26,687,15,18,'Sex',38
72,63,689,7,10,'Sex',38
88,72,691,17,20,'Sex',38
96,76,692,13,16,'Sex',38
11,44,694,14,17,'Sex',38
15,53,695,16,19,'Sex',38
24,17,696,18,21,'Sex',38
76,66,698,0,3,'Sex',38
24,85,700,7,10,'Sex',38
24,22,702,14,17,'Sex',38
4,37,703,11,13,'Sex',38
11,12,704,9,11,'Sex',38
36,15,706,0,2,'Sex',38
4,28,707,19,21,'Sex',38
10,51,708,19,20,'Sex',38
11,97,709,4,5,'Sex',38
18,75,710,5,6,'Sex',38
19,10,711,0,1,'Sex',38
23,92,712,1,2,'Sex',38
24,101,713,0,1,'Sex',38
26,32,714,10,11,'Sex',38
41,11,715,18,19,'Sex',38
54,51,716,6,7,'Sex',38
64,104,717,3,4,'Sex',38
76,92,718,3,4,'Sex',38
80,75,719,1,2,'Sex',38
87,96,720,1,2,'Sex',38
95,97,721,0,1,'Sex',38
96,25,722,2,3,'Sex',38
99,104,723,1,2,'Sex',38
99,96,724,3,4,'Sex',38
96,92,473,0,21,'Sex',36
87,80,483,0,20,'Sex',36
7,42,496,5,23,'Sex',36
18,98,518,0,15,'Sex',36
23,95,519,0,15,'Sex',36
96,47,525,5,20,'Sex',36
8,52,537,1,14,'Sex',36
34,67,540,6,19,'Sex',36
38,48,542,7,20,'Sex',36
64,70,549,7,20,'Sex',36
67,74,551,7,20,'Sex',36
74,43,555,3,16,'Sex',36
83,84,558,10,23,'Sex',36
84,67,559,5,18,'Sex',36
89,91,562,8,21,'Sex',36
83,89,565,9,22,'Sex',36
86,79,568,3,15,'Sex',36
98,66,569,9,21,'Sex',36
75,73,581,0,11,'Sex',36
82,71,590,11,21,'Sex',36
45,6,595,0,10,'Sex',36
31,23,596,10,19,'Sex',36
86,98,599,5,14,'Sex',36
1,75,600,0,8,'Sex',36
35,57,604,3,11,'Sex',36
36,38,605,9,17,'Sex',36
49,97,608,10,18,'Sex',36
65,46,610,14,22,'Sex',36
86,84,612,2,10,'Sex',36
97,39,614,8,16,'Sex',36
101,100,616,13,21,'Sex',36
103,27,617,9,17,'Sex',36
40,59,619,6,13,'Sex',36
54,41,622,0,7,'Sex',36
61,68,623,6,13,'Sex',36
65,61,625,8,15,'Sex',36
21,6,630,2,8,'Sex',36
55,54,632,1,7,'Sex',36
21,40,633,16,22,'Sex',36
19,101,636,0,5,'Sex',36
20,101,637,17,22,'Sex',36
49,103,639,6,11,'Sex',36
89,88,642,8,13,'Sex',36
5,50,643,15,19,'Sex',36
21,55,645,1,5,'Sex',36
62,91,649,11,15,'Sex',36
95,19,652,17,21,'Sex',36
50,15,657,8,11,'Sex',36
56,87,659,14,17,'Sex',36
71,52,660,4,7,'Sex',36
32,35,662,11,13,'Sex',36
39,41,663,1,3,'Sex',36
79,87,664,0,2,'Sex',36
86,99,665,0,2,'Sex',36
91,79,666,20,22,'Sex',36
104,43,668,0,2,'Sex',36
2,103,669,0,1,'Sex',36
9,22,670,20,21,'Sex',36
10,53,671,0,1,'Sex',36
11,8,672,0,1,'Sex',36
12,64,673,0,1,'Sex',36
15,22,674,0,1,'Sex',36
17,25,675,7,8,'Sex',36
23,103,676,6,7,'Sex',36
24,64,677,0,1,'Sex',36
26,93,678,0,1,'Sex',36
28,66,679,1,2,'Sex',36
33,10,680,13,14,'Sex',36
34,76,681,1,2,'Sex',36
36,2,682,13,14,'Sex',36
37,52,683,0,1,'Sex',36
44,10,684,0,1,'Sex',36
46,9,685,21,22,'Sex',36
51,33,686,1,2,'Sex',36
56,26,687,17,18,'Sex',36
63,46,688,1,2,'Sex',36
72,63,689,9,10,'Sex',36
76,97,690,1,2,'Sex',36
88,72,691,19,20,'Sex',36
96,76,692,15,16,'Sex',36
97,99,693,0,1,'Sex',36
11,44,694,16,17,'Sex',36
15,53,695,18,19,'Sex',36
24,17,696,20,21,'Sex',36
28,51,697,0,1,'Sex',36
76,66,698,2,3,'Sex',36
96,104,699,0,1,'Sex',36
24,85,700,9,10,'Sex',36
76,88,701,0,1,'Sex',36
24,22,702,16,17,'Sex',36
21,15,390,0,21,'Sex',31
20,52,404,1,21,'Sex',31
26,39,407,0,20,'Sex',31
76,96,418,0,20,'Sex',31
93,22,422,3,23,'Sex',31
26,38,436,1,21,'Sex',31
51,13,450,1,19,'Sex',31
5,44,462,0,16,'Sex',31
96,92,473,5,21,'Sex',31
87,80,483,5,20,'Sex',31
11,91,488,2,16,'Sex',31
7,42,496,10,23,'Sex',31
51,56,499,1,14,'Sex',31
66,95,500,0,13,'Sex',31
47,10,507,3,15,'Sex',31
18,98,518,5,15,'Sex',31
23,95,519,5,15,'Sex',31
26,11,520,4,14,'Sex',31
87,90,524,1,11,'Sex',31
96,47,525,10,20,'Sex',31
99,79,534,2,11,'Sex',31
4,43,535,1,9,'Sex',31
8,52,537,6,14,'Sex',31
34,67,540,11,19,'Sex',31
38,48,542,12,20,'Sex',31
64,70,549,12,20,'Sex',31
67,74,551,12,20,'Sex',31
73,36,554,1,9,'Sex',31
74,43,555,8,16,'Sex',31
83,84,558,15,23,'Sex',31
84,67,559,10,18,'Sex',31
85,66,560,3,11,'Sex',31
89,91,562,13,21,'Sex',31
83,89,565,14,22,'Sex',31
86,79,568,8,15,'Sex',31
98,66,569,14,21,'Sex',31
43,86,575,0,6,'Sex',31
54,19,577,3,9,'Sex',31
75,73,581,5,11,'Sex',31
82,71,590,16,21,'Sex',31
89,69,591,4,9,'Sex',31
45,6,595,5,10,'Sex',31
31,23,596,15,19,'Sex',31
79,45,598,3,7,'Sex',31
86,98,599,10,14,'Sex',31
1,75,600,5,8,'Sex',31
27,82,603,0,3,'Sex',31
35,57,604,8,11,'Sex',31
36,38,605,14,17,'Sex',31
49,97,608,15,18,'Sex',31
59,28,609,4,7,'Sex',31
65,46,610,19,22,'Sex',31
84,65,611,3,6,'Sex',31
86,84,612,7,10,'Sex',31
91,79,613,1,4,'Sex',31
97,39,614,13,16,'Sex',31
101,100,616,18,21,'Sex',31
103,27,617,14,17,'Sex',31
40,59,619,11,13,'Sex',31
41,68,620,4,6,'Sex',31
54,41,622,5,7,'Sex',31
61,68,623,11,13,'Sex',31
62,49,624,0,2,'Sex',31
65,61,625,13,15,'Sex',31
1,36,627,4,5,'Sex',31
4,52,628,1,2,'Sex',31
6,101,629,0,1,'Sex',31
21,6,630,7,8,'Sex',31
50,62,631,0,1,'Sex',31
55,54,632,6,7,'Sex',31
21,40,633,21,22,'Sex',31
50,71,634,1,2,'Sex',31
57,20,1028,2,22,'Sex',91
86,98,1035,2,22,'Sex',91
28,12,1045,1,21,'Sex',91
86,80,1049,0,20,'Sex',91
5,37,1063,2,19,'Sex',91
7,23,1064,1,18,'Sex',91
8,52,1065,3,20,'Sex',91
38,22,1080,2,18,'Sex',91
4,10,1084,0,15,'Sex',91
21,60,1093,3,18,'Sex',91
1,101,1095,8,22,'Sex',91
78,74,1101,6,20,'Sex',91
86,9,1102,6,20,'Sex',91
14,37,1106,7,20,'Sex',91
48,86,1127,10,21,'Sex',91
57,23,1128,2,13,'Sex',91
90,64,1130,0,11,'Sex',91
102,12,1131,10,21,'Sex',91
66,67,1137,3,13,'Sex',91
72,92,1139,11,21,'Sex',91
21,67,1141,12,22,'Sex',91
35,21,1144,11,20,'Sex',91
32,20,1161,15,23,'Sex',91
33,94,1162,14,22,'Sex',91
36,18,1163,5,13,'Sex',91
44,104,1164,7,15,'Sex',91
49,47,1165,6,14,'Sex',91
50,103,1166,1,9,'Sex',91
60,4,1169,11,19,'Sex',91
62,91,1170,3,11,'Sex',91
63,93,1171,7,15,'Sex',91
82,52,1172,9,17,'Sex',91
106,104,1176,1,9,'Sex',91
107,15,1177,9,17,'Sex',91
6,32,1178,5,13,'Sex',91
26,63,1180,1,9,'Sex',91
33,105,1181,1,9,'Sex',91
50,56,1182,0,8,'Sex',91
62,6,1183,2,10,'Sex',91
103,100,1185,3,11,'Sex',91
106,91,1187,10,18,'Sex',91
19,106,1188,1,9,'Sex',91
82,84,1190,15,23,'Sex',91
31,107,1195,10,16,'Sex',91
55,82,1197,0,6,'Sex',91
105,22,1198,9,15,'Sex',91
73,55,1205,3,8,'Sex',91
75,66,1206,16,21,'Sex',91
19,39,1209,13,18,'Sex',91
1,32,1211,15,19,'Sex',91
18,1,1212,17,21,'Sex',91
28,44,1214,1,5,'Sex',91
40,26,1215,7,11,'Sex',91
58,18,1217,1,5,'Sex',91
93,80,1220,7,11,'Sex',91
105,19,1221,15,19,'Sex',91
108,84,1222,2,6,'Sex',91
93,17,1223,1,5,'Sex',91
7,11,1225,3,6,'Sex',91
8,95,1226,17,20,'Sex',91
11,105,1227,0,3,'Sex',91
14,73,1228,4,7,'Sex',91
97,93,1231,4,7,'Sex',91
6,65,1233,0,2,'Sex',91
19,65,1234,0,2,'Sex',91
27,14,1235,11,13,'Sex',91
76,103,1237,5,7,'Sex',91
88,62,1238,19,21,'Sex',91
11,25,1239,0,1,'Sex',91
20,76,1240,12,13,'Sex',91
22,49,1241,18,19,'Sex',91
50,7,1242,0,1,'Sex',91
60,97,1243,8,9,'Sex',91
90,87,1244,0,1,'Sex',91
108,11,1245,0,1,'Sex',91
103,96,762,0,22,'Sex',65
24,8,764,2,23,'Sex',65
12,14,782,5,23,'Sex',65
100,53,805,3,21,'Sex',65
73,100,813,3,21,'Sex',65
104,78,815,2,20,'Sex',65
26,76,820,7,23,'Sex',65
43,49,822,7,23,'Sex',65
15,43,832,7,22,'Sex',65
104,65,845,4,19,'Sex',65
55,104,848,1,15,'Sex',65
66,85,856,10,23,'Sex',65
47,76,862,1,13,'Sex',65
73,65,863,4,16,'Sex',65
101,15,865,3,15,'Sex',65
104,40,866,1,13,'Sex',65
68,106,870,7,18,'Sex',65
16,68,873,0,10,'Sex',65
26,38,874,9,19,'Sex',65
32,38,875,6,16,'Sex',65
53,78,876,12,22,'Sex',65
69,32,877,5,15,'Sex',65
104,42,878,10,20,'Sex',65
4,56,879,7,16,'Sex',65
17,73,886,1,9,'Sex',65
4,10,893,7,14,'Sex',65
70,63,900,13,20,'Sex',65
94,9,902,2,9,'Sex',65
19,10,907,4,10,'Sex',65
20,18,908,10,16,'Sex',65
24,87,909,1,7,'Sex',65
35,88,912,2,8,'Sex',65
36,52,913,9,15,'Sex',65
42,24,914,13,19,'Sex',65
84,87,921,12,18,'Sex',65
105,19,925,17,23,'Sex',65
25,20,926,3,9,'Sex',65
51,75,928,1,7,'Sex',65
52,105,929,5,11,'Sex',65
71,51,930,3,9,'Sex',65
80,92,936,10,15,'Sex',65
21,25,938,3,7,'Sex',65
44,1,940,11,15,'Sex',65
54,21,941,3,7,'Sex',65
69,72,942,15,19,'Sex',65
71,83,943,15,19,'Sex',65
74,93,944,11,15,'Sex',65
82,54,945,0,4,'Sex',65
84,108,946,4,8,'Sex',65
86,93,947,2,6,'Sex',65
89,83,948,15,19,'Sex',65
108,36,949,6,10,'Sex',65
25,59,952,18,21,'Sex',65
35,86,954,16,19,'Sex',65
62,81,955,16,19,'Sex',65
67,87,956,12,15,'Sex',65
82,80,958,5,8,'Sex',65
93,89,959,13,16,'Sex',65
46,35,961,4,6,'Sex',65
17,31,963,10,11,'Sex',65
31,95,964,0,1,'Sex',65
51,101,965,1,2,'Sex',65
97,101,966,20,21,'Sex',65
97,17,967,0,1,'Sex',65
46,95,742,0,22,'Sex',62
7,101,749,1,21,'Sex',62
23,97,758,1,20,'Sex',62
103,21,760,0,19,'Sex',62
103,96,762,3,22,'Sex',62
24,8,764,5,23,'Sex',62
51,25,769,1,18,'Sex',62
12,14,782,8,23,'Sex',62
48,9,790,2,17,'Sex',62
69,63,798,2,17,'Sex',62
100,53,805,6,21,'Sex',62
73,100,813,6,21,'Sex',62
104,78,815,5,20,'Sex',62
26,76,820,10,23,'Sex',62
43,49,822,10,23,'Sex',62
15,43,832,10,22,'Sex',62
72,90,841,2,14,'Sex',62
104,65,845,7,19,'Sex',62
55,104,848,4,15,'Sex',62
97,87,850,2,13,'Sex',62
12,38,851,0,11,'Sex',62
66,85,856,13,23,'Sex',62
76,97,858,1,11,'Sex',62
47,76,862,4,13,'Sex',62
73,65,863,7,16,'Sex',62
101,15,865,6,15,'Sex',62
104,40,866,4,13,'Sex',62
68,106,870,10,18,'Sex',62
16,68,873,3,10,'Sex',62
26,38,874,12,19,'Sex',62
32,38,875,9,16,'Sex',62
53,78,876,15,22,'Sex',62
69,32,877,8,15,'Sex',62
104,42,878,13,20,'Sex',62
4,56,879,10,16,'Sex',62
9,103,884,2,7,'Sex',62
17,73,886,4,9,'Sex',62
4,10,893,10,14,'Sex',62
63,66,899,2,6,'Sex',62
70,63,900,16,20,'Sex',62
94,9,902,5,9,'Sex',62
104,80,903,2,6,'Sex',62
